Denumirea comerciala,DCI,Forma,Conc,Firma / Tara detinatoare,Ambalaj,Pres.,ATC,Doza_Adult,Doza_Copil,Simptome_combatute
NUROFEN GEL,IBUPROFENUM,GEL,5%,RECKITT BENCKISER HEALTHCARE INT. LTD. - MAREA BRITANIE,Cutie x 1 tub x 20 g - 3 ani,OTC,M02AA13,200-400 mg every 4-6 hours.max 2400 mg/day,10 mg/kg every 6-8 hours,Pain.fever.inflammation
NUROFEN GEL,IBUPROFENUM,GEL,5%,RECKITT BENCKISER HEALTHCARE INT. LTD. - MAREA BRITANIE,Cutie x 1 tub x 25 g - 3 ani,OTC,M02AA13,200-400 mg every 4-6 hours.max 2400 mg/day,10 mg/kg every 6-8 hours,Pain.fever.inflammation
NUROFEN GEL,IBUPROFENUM,GEL,5%,RECKITT BENCKISER HEALTHCARE INT. LTD. - MAREA BRITANIE,Cutie x 1 tub x 30 g - 3 ani,OTC,M02AA13,200-400 mg every 4-6 hours.max 2400 mg/day,10 mg/kg every 6-8 hours,Pain.fever.inflammation
NUROFEN GEL,IBUPROFENUM,GEL,5%,RECKITT BENCKISER HEALTHCARE INT. LTD. - MAREA BRITANIE,Cutie x 1 tub x 35 g - 3 ani,OTC,M02AA13,200-400 mg every 4-6 hours.max 2400 mg/day,10 mg/kg every 6-8 hours,Pain.fever.inflammation
NUROFEN GEL,IBUPROFENUM,GEL,5%,RECKITT BENCKISER HEALTHCARE INT. LTD. - MAREA BRITANIE,Cutie x 1 tub x 50 g - 3 ani,OTC,M02AA13,200-400 mg every 4-6 hours.max 2400 mg/day,10 mg/kg every 6-8 hours,Pain.fever.inflammation
NUROFEN GEL,IBUPROFENUM,GEL,5%,RECKITT BENCKISER HEALTHCARE INT. LTD. - MAREA BRITANIE,Cutie x 1 tub x 100 g - 3 ani,OTC,M02AA13,200-400 mg every 4-6 hours.max 2400 mg/day,10 mg/kg every 6-8 hours,Pain.fever.inflammation
"NUROFEN IMMEDIA ULTRA 400
mg",IBUPROFENUM,DRAJ.,400mg,"RECKITT BENCKISER HEALTHCARE INTERNATIONAL
LTD. - MAREA BRITANIE",Cutie cu 1 blist. PVC-PVDC40/Al x 12 draj. - 2 ani,OTC,M01AE01,200-400 mg every 4-6 hours.max 2400 mg/day,10 mg/kg every 6-8 hours,Pain.fever.inflammation
"NUROFEN IMMEDIA ULTRA 400
mg",IBUPROFENUM,DRAJ.,400mg,"RECKITT BENCKISER HEALTHCARE INTERNATIONAL
LTD. - MAREA BRITANIE","Cutie cu 1 blist. PVC-PVDC90/Al x 12
draj. - 2 ani",OTC,M01AE01,200-400 mg every 4-6 hours.max 2400 mg/day,10 mg/kg every 6-8 hours,Pain.fever.inflammation
"NUROFEN IMMEDIA ULTRA 400
mg",IBUPROFENUM,DRAJ.,400mg,"RECKITT BENCKISER HEALTHCARE INTERNATIONAL
LTD. - MAREA BRITANIE","Cutie cu 2 blist. PVC-PVDC40/Al x 12
draj. - 2 ani",OTC,M01AE01,200-400 mg every 4-6 hours.max 2400 mg/day,10 mg/kg every 6-8 hours,Pain.fever.inflammation
"NUROFEN IMMEDIA ULTRA 400
mg",IBUPROFENUM,DRAJ.,400mg,"RECKITT BENCKISER HEALTHCARE INTERNATIONAL
LTD. - MAREA BRITANIE","Cutie cu 2 blist. PVC-PVDC90/Al x 12
draj. - 2 ani",OTC,M01AE01,200-400 mg every 4-6 hours.max 2400 mg/day,10 mg/kg every 6-8 hours,Pain.fever.inflammation
"NUROFEN IMMEDIA ULTRA 400
mg",IBUPROFENUM,DRAJ.,400mg,"RECKITT BENCKISER HEALTHCARE INTERNATIONAL
LTD. - MAREA BRITANIE","Cutie cu 4 blist. PVC-PVDC40/Al x 12
draj. - 2 ani",OTC,M01AE01,200-400 mg every 4-6 hours.max 2400 mg/day,10 mg/kg every 6-8 hours,Pain.fever.inflammation
"NUROFEN IMMEDIA ULTRA 400
mg",IBUPROFENUM,DRAJ.,400mg,"RECKITT BENCKISER HEALTHCARE INTERNATIONAL
LTD. - MAREA BRITANIE","Cutie cu 4 blist. PVC-PVDC90/Al x 12
draj. - 2 ani",OTC,M01AE01,200-400 mg every 4-6 hours.max 2400 mg/day,10 mg/kg every 6-8 hours,Pain.fever.inflammation
NUROFEN JUNIOR. CU AROMA DE CAPSUNI,IBUPROFENUM,SUSP. ORALA,200mg/5ml,RECKITT BENCKISER HEALTHCARE INTERNATIONAL LIMITED - MAREA BRITANIE,"Cutie cu 1 flac. din PET de culoare bruna x 30 ml susp. orala + 1 lingurita dozatoare din PP cu doua capete. cu o capacitate de 2.5 ml - 1 an dupa ambalarea pt comercializare; 6 luni
dupa prima deschidere",OTC,M01AE01,200-400 mg every 4-6 hours.max 2400 mg/day,10 mg/kg every 6-8 hours,Pain.fever.inflammation
NUROFEN JUNIOR. CU AROMA DE CAPSUNI,IBUPROFENUM,SUSP. ORALA,200mg/5ml,RECKITT BENCKISER HEALTHCARE INTERNATIONAL LIMITED - MAREA BRITANIE,"Cutie cu 1 flac. din PET de culoare bruna x 50 ml susp. orala + 1 lingurita dozatoare din PP cu doua capete. cu o capacitate de 2.5 ml - 2 ani dupa ambalarea pt comercializare; 6 luni
dupa prima deschidere",OTC,M01AE01,200-400 mg every 4-6 hours.max 2400 mg/day,10 mg/kg every 6-8 hours,Pain.fever.inflammation
NUROFEN JUNIOR. CU AROMA DE CAPSUNI,IBUPROFENUM,SUSP. ORALA,200mg/5ml,RECKITT BENCKISER HEALTHCARE INTERNATIONAL LIMITED - MAREA BRITANIE,"Cutie cu 1 flac. din PET de culoare bruna x 100 ml susp. orala + 1 lingurita dozatoare din PP cu doua capete. cu o capacitate de 2.5 ml - 2 ani  dupa ambalarea pt comercializare; 6 luni dupa prima
deschidere",OTC,M01AE01,200-400 mg every 4-6 hours.max 2400 mg/day,10 mg/kg every 6-8 hours,Pain.fever.inflammation
NUROFEN JUNIOR. CU AROMA DE CAPSUNI,IBUPROFENUM,SUSP. ORALA,200mg/5ml,RECKITT BENCKISER HEALTHCARE INTERNATIONAL LIMITED - MAREA BRITANIE,"Cutie cu 1 flac. din PET de culoare bruna x 150 ml susp. orala + 1 lingurita dozatoare din PP cu doua capete. cu o capacitate de 2.5 ml - 2 ani  dupa ambalarea pt comercializare; 6 luni dupa prima
deschidere",OTC,M01AE01,200-400 mg every 4-6 hours.max 2400 mg/day,10 mg/kg every 6-8 hours,Pain.fever.inflammation
NUROFEN JUNIOR. CU AROMA DE PORTOCALE,IBUPROFENUM,SUSP. ORALA,200mg/5ml,RECKITT BENCKISER HEALTHCARE INTERNATIONAL LIMITED - MAREA BRITANIE,"Cutie cu 1 flac. din PET de culoare bruna x 30 ml susp. orala + 1 lingurita dozatoare din PP cu doua capete. cu
o capacitate de 2.5 ml - 1 an dupa",OTC,M01AE01,200-400 mg every 4-6 hours.max 2400 mg/day,10 mg/kg every 6-8 hours,Pain.fever.inflammation
NUROFEN JUNIOR. CU AROMA DE PORTOCALE,IBUPROFENUM,SUSP. ORALA,200mg/5ml,RECKITT BENCKISER HEALTHCARE INTERNATIONAL LIMITED - MAREA BRITANIE,"ambalarea pt comercializare; 6 luni
dupa prima deschidere",,,200-400 mg every 4-6 hours.max 2400 mg/day,10 mg/kg every 6-8 hours,Pain.fever.inflammation
NUROFEN JUNIOR. CU AROMA DE PORTOCALE,IBUPROFENUM,SUSP. ORALA,200mg/5ml,RECKITT BENCKISER HEALTHCARE INTERNATIONAL LIMITED - MAREA BRITANIE,"Cutie cu 1 flac. din PET de culoare bruna x 50 ml susp. orala + 1 lingurita dozatoare din PP cu doua capete. cu o capacitate de 2.5 ml - 2 ani dupa ambalarea pt comercializare; 6 luni
dupa prima deschidere",OTC,M01AE01,200-400 mg every 4-6 hours.max 2400 mg/day,10 mg/kg every 6-8 hours,Pain.fever.inflammation
NUROFEN JUNIOR. CU AROMA DE PORTOCALE,IBUPROFENUM,SUSP. ORALA,200mg/5ml,RECKITT BENCKISER HEALTHCARE INTERNATIONAL LIMITED - MAREA BRITANIE,"Cutie cu 1 flac. din PET de culoare bruna x 100 ml susp. orala + 1 lingurita dozatoare din PP cu doua capete. cu o capacitate de 2.5 ml - 2 ani  dupa ambalarea pt comercializare; 6 luni dupa prima
deschidere",OTC,M01AE01,200-400 mg every 4-6 hours.max 2400 mg/day,10 mg/kg every 6-8 hours,Pain.fever.inflammation
NUROFEN JUNIOR. CU AROMA DE PORTOCALE,IBUPROFENUM,SUSP. ORALA,200mg/5ml,RECKITT BENCKISER HEALTHCARE INTERNATIONAL LIMITED - MAREA BRITANIE,"Cutie cu 1 flac. din PET de culoare bruna x 150 ml susp. orala + 1 lingurita dozatoare din PP cu doua capete. cu o capacitate de 2.5 ml - 2 ani  dupa ambalarea pt comercializare; 6 luni dupa prima
deschidere",OTC,M01AE01,200-400 mg every 4-6 hours.max 2400 mg/day,10 mg/kg every 6-8 hours,Pain.fever.inflammation
NUROFEN PENTRU COPII 125 mg,IBUPROFENUM,SUPOZ.,125mg,"RECKITT BENCKISER HEALTHCARE INTERNATIONAL
LIMITED - MAREA BRITANIE",Cutie x 2 blist din Al x 5 supoz. - 3 ani,OTC,M01AE01,200-400 mg every 4-6 hours.max 2400 mg/day,10 mg/kg every 6-8 hours,Pain.fever.inflammation
NUROFEN PENTRU COPII 60 mg,IBUPROFENUM,SUPOZ.,60mg,RECKITT BENCKISER HEALTHCARE INTERNATIONAL LTD. - MAREA BRITANIE,Cutie cu 1 blist. din folie termosudabila din Al/PE x 1 supoz. - 2 ani,OTC,M01AE01,200-400 mg every 4-6 hours.max 2400 mg/day,10 mg/kg every 6-8 hours,Pain.fever.inflammation
NUROFEN PENTRU COPII 60 mg,IBUPROFENUM,SUPOZ.,60mg,RECKITT BENCKISER HEALTHCARE INTERNATIONAL LTD. - MAREA BRITANIE,"Cutie cu blist. din folie termosudabila
din Al/PE x 10 supoz. - 2 ani",OTC,M01AE01,200-400 mg every 4-6 hours.max 2400 mg/day,10 mg/kg every 6-8 hours,Pain.fever.inflammation
NUROFEN PENTRU COPII 60 mg,IBUPROFENUM,SUPOZ.,60mg,RECKITT BENCKISER HEALTHCARE INTERNATIONAL LTD. - MAREA BRITANIE,"Cutie cu blist. din folie termosudabila
din Al/PE x 11 supoz. - 2 ani",OTC,M01AE01,200-400 mg every 4-6 hours.max 2400 mg/day,10 mg/kg every 6-8 hours,Pain.fever.inflammation
NUROFEN PENTRU COPII 60 mg,IBUPROFENUM,SUPOZ.,60mg,RECKITT BENCKISER HEALTHCARE INTERNATIONAL LTD. - MAREA BRITANIE,"Cutie cu blist. din folie termosudabila
din Al/PE x 12 supoz. - 2 ani",OTC,M01AE01,200-400 mg every 4-6 hours.max 2400 mg/day,10 mg/kg every 6-8 hours,Pain.fever.inflammation
NUROFEN PENTRU COPII 60 mg,IBUPROFENUM,SUPOZ.,60mg,RECKITT BENCKISER HEALTHCARE INTERNATIONAL LTD. - MAREA BRITANIE,"Cutie cu blist. din folie termosudabila
din Al/PE x 13 supoz. - 2 ani",OTC,M01AE01,200-400 mg every 4-6 hours.max 2400 mg/day,10 mg/kg every 6-8 hours,Pain.fever.inflammation
NUROFEN PENTRU COPII 60 mg,IBUPROFENUM,SUPOZ.,60mg,RECKITT BENCKISER HEALTHCARE INTERNATIONAL LTD. - MAREA BRITANIE,"Cutie cu blist. din folie termosudabila
din Al/PE x 14 supoz. - 2 ani",OTC,M01AE01,200-400 mg every 4-6 hours.max 2400 mg/day,10 mg/kg every 6-8 hours,Pain.fever.inflammation
NUROFEN PENTRU COPII 60 mg,IBUPROFENUM,SUPOZ.,60mg,RECKITT BENCKISER HEALTHCARE INTERNATIONAL LTD. - MAREA BRITANIE,"Cutie cu blist. din folie termosudabila
din Al/PE x 15 supoz. - 2 ani",OTC,M01AE01,200-400 mg every 4-6 hours.max 2400 mg/day,10 mg/kg every 6-8 hours,Pain.fever.inflammation
NUROFEN PENTRU COPII 60 mg,IBUPROFENUM,SUPOZ.,60mg,RECKITT BENCKISER HEALTHCARE INTERNATIONAL LTD. - MAREA BRITANIE,"Cutie cu blist. din folie termosudabila
din Al/PE x 16 supoz. - 2 ani",OTC,M01AE01,200-400 mg every 4-6 hours.max 2400 mg/day,10 mg/kg every 6-8 hours,Pain.fever.inflammation
NUROFEN PENTRU COPII 60 mg,IBUPROFENUM,SUPOZ.,60mg,RECKITT BENCKISER HEALTHCARE INTERNATIONAL LTD. - MAREA BRITANIE,"Cutie cu blist. din folie termosudabila
din Al/PE x 17 supoz. - 2 ani",OTC,M01AE01,200-400 mg every 4-6 hours.max 2400 mg/day,10 mg/kg every 6-8 hours,Pain.fever.inflammation
NUROFEN PENTRU COPII 60 mg,IBUPROFENUM,SUPOZ.,60mg,RECKITT BENCKISER HEALTHCARE INTERNATIONAL LTD. - MAREA BRITANIE,"Cutie cu blist. din folie termosudabila
din Al/PE x 18 supoz. - 2 ani",OTC,M01AE01,200-400 mg every 4-6 hours.max 2400 mg/day,10 mg/kg every 6-8 hours,Pain.fever.inflammation
NUROFEN PENTRU COPII 60 mg,IBUPROFENUM,SUPOZ.,60mg,RECKITT BENCKISER HEALTHCARE INTERNATIONAL LTD. - MAREA BRITANIE,"Cutie cu blist. din folie termosudabila
din Al/PE x 19 supoz. - 2 ani",OTC,M01AE01,200-400 mg every 4-6 hours.max 2400 mg/day,10 mg/kg every 6-8 hours,Pain.fever.inflammation
NUROFEN PENTRU COPII 60 mg,IBUPROFENUM,SUPOZ.,60mg,RECKITT BENCKISER HEALTHCARE INTERNATIONAL LTD. - MAREA BRITANIE,"Cutie cu blist. din folie termosudabila
din Al/PE x 20 supoz. - 2 ani",OTC,M01AE01,200-400 mg every 4-6 hours.max 2400 mg/day,10 mg/kg every 6-8 hours,Pain.fever.inflammation
NUROFEN® 200 mg,IBUPROFENUM,DRAJ.,200mg,RECKITT BENCKISER HEALTHCARE INTERNATIONAL LIMITED - MAREA BRITANIE,Cutie din carton x 1 blist. x 6 draj. - 3 ani,OTC,M01AE01,200-400 mg every 4-6 hours.max 2400 mg/day,10 mg/kg every 6-8 hours,Pain.fever.inflammation
NUROFEN® 200 mg,IBUPROFENUM,DRAJ.,200mg,RECKITT BENCKISER HEALTHCARE INTERNATIONAL LIMITED - MAREA BRITANIE,"Cutie din carton x 1 blist. x 12 draj. - 3
ani",OTC,M01AE01,200-400 mg every 4-6 hours.max 2400 mg/day,10 mg/kg every 6-8 hours,Pain.fever.inflammation
NUROFEN® 200 mg,IBUPROFENUM,DRAJ.,200mg,RECKITT BENCKISER HEALTHCARE INTERNATIONAL LIMITED - MAREA BRITANIE,"Cutie din carton x 2 blist. x 12 draj. - 3
ani",OTC,M01AE01,200-400 mg every 4-6 hours.max 2400 mg/day,10 mg/kg every 6-8 hours,Pain.fever.inflammation
NUROFEN® 200 mg,IBUPROFENUM,DRAJ.,200mg,RECKITT BENCKISER HEALTHCARE INTERNATIONAL LIMITED - MAREA BRITANIE,"Cutie din carton x 4 blist. x 12 draj. - 3
ani",OTC,M01AE01,200-400 mg every 4-6 hours.max 2400 mg/day,10 mg/kg every 6-8 hours,Pain.fever.inflammation
NUROFEN® 200 mg,IBUPROFENUM,DRAJ.,200mg,RECKITT BENCKISER HEALTHCARE INTERNATIONAL LIMITED - MAREA BRITANIE,"Cutie din material plastic. inchisa cu capac flip-top x 1 blist. x 12 draj. - 3
ani",OTC,M01AE01,200-400 mg every 4-6 hours.max 2400 mg/day,10 mg/kg every 6-8 hours,Pain.fever.inflammation
NUROFEN® 200 mg,IBUPROFENUM,DRAJ.,200mg,RECKITT BENCKISER HEALTHCARE INTERNATIONAL LIMITED - MAREA BRITANIE,"Cutie din carton x 1 blist. x 8 draj. - 3
ani",OTC,M01AE01,200-400 mg every 4-6 hours.max 2400 mg/day,10 mg/kg every 6-8 hours,Pain.fever.inflammation
NUROFEN® 200 mg,IBUPROFENUM,DRAJ.,200mg,RECKITT BENCKISER HEALTHCARE INTERNATIONAL LIMITED - MAREA BRITANIE,"Cutie din carton x 1 blist. x 10 draj. - 3
ani",OTC,M01AE01,200-400 mg every 4-6 hours.max 2400 mg/day,10 mg/kg every 6-8 hours,Pain.fever.inflammation
"NUROFEN® PENTRU COPII. cu
aroma de capsuni",IBUPROFENUM,SUSP. ORALA,100mg/5ml,"RECKITT BENCKISER HEALTHCARE INTERNATIONAL
LIMITED - MAREA BRITANIE","Cutie x 1 flac. din tereftalat de polietilena x 100 ml susp. orala +
seringa dozat. PP + piston PE - 3 ani",OTC,M01AE01,200-400 mg every 4-6 hours.max 2400 mg/day,10 mg/kg every 6-8 hours,Pain.fever.inflammation
"NUROFEN® PENTRU COPII. cu
aroma de portocala",IBUPROFENUM,SUSP. ORALA,100mg/5ml,RECKITT BENCKISER HEALTHCARE INTERNATIONAL LIMITED - MAREA BRITANIE,"Cutie x 1 flac.  din tereftalat  de PE + 1 seringa dozatoare PP cu piston din PE
- 3 ani",OTC,M01AE01,200-400 mg every 4-6 hours.max 2400 mg/day,10 mg/kg every 6-8 hours,Pain.fever.inflammation
"NUROFEN® PENTRU COPII. cu
aroma de portocala",IBUPROFENUM,SUSP. ORALA,100mg/5ml,RECKITT BENCKISER HEALTHCARE INTERNATIONAL LIMITED - MAREA BRITANIE,"Cutie x 1 flac. din tereftalat  de PE x 150 ml + 1 seringa dozatoare PP cu
piston din PE - 3 ani",OTC,M01AE01,200-400 mg every 4-6 hours.max 2400 mg/day,10 mg/kg every 6-8 hours,Pain.fever.inflammation
OCULOTECT FLUID,POVIDONUM IODINATUM,"PICATURI
OFT.-SOL.",50mg/ml,"S.A. ALCON-COUVREUR N.V. -
BELGIA","Cutie x 1 flacon din PP x 10 ml pic.
oftalmice. sol. - 2 ani",OTC,S01XA20,Apply 5-10% solution as directed,Consult a healthcare provider,Antiseptic.disinfectant for skin and wounds
OCULOTECT FLUID 50mg/ml,POVIDONUM IODINATUM,PIC. OFT..SOL.,50mg/ml,S.A. ALCON-COUVREUR N.V. - BELGIA,"Cutie x 20 flacoane unidoza din PEJD
x 0.4 ml pic. oftalmice. sol. - 2 ani",OTC/S,S01XA20,Apply 5-10% solution as directed,Consult a healthcare provider,Antiseptic.disinfectant for skin and wounds
OCULOTECT FLUID 50mg/ml,POVIDONUM IODINATUM,PIC. OFT..SOL.,50mg/ml,S.A. ALCON-COUVREUR N.V. - BELGIA,"Cutie x 60 flacoane unidoza din PEJD
x 0.4 ml pic. oftalmice. sol. - 2 ani",OTC/S,S01XA20,Apply 5-10% solution as directed,Consult a healthcare provider,Antiseptic.disinfectant for skin and wounds
OCULOTECT FLUID 50mg/ml,POVIDONUM IODINATUM,PIC. OFT..SOL.,50mg/ml,S.A. ALCON-COUVREUR N.V. - BELGIA,"Cutie x 120 flacoane unidoza din
PEJD x 0.4 ml pic. oftalmice. sol. - 2 ani",OTC/S,S01XA20,Apply 5-10% solution as directed,Consult a healthcare provider,Antiseptic.disinfectant for skin and wounds
OLTROLA 100 mg,ACIDUM ACETYLSALICYLICUM,COMPR. GASTROREZ.,100mg,PFIZER EUROPE MA EEIG - MAREA BRITANIE,"Cutie cu blist. Al/Al continand un strat
de PE cu desicant x 28 compr. gastrorez. - 2 ani",OTC,B01AC06,300-600 mg every 4-6 hours,Not recommended for regular use due to Reye's syndrome risk,Pain.fever.inflammation.blood thinner for heart attacks and strokes
OLTROLA 100 mg,ACIDUM ACETYLSALICYLICUM,COMPR. GASTROREZ.,100mg,PFIZER EUROPE MA EEIG - MAREA BRITANIE,"Cutie cu blist. Al/Al continand un strat
de PE cu desicant x 50 compr. gastrorez. - 2 ani",OTC,B01AC06,300-600 mg every 4-6 hours,Not recommended for regular use due to Reye's syndrome risk,Pain.fever.inflammation.blood thinner for heart attacks and strokes
OLTROLA 100 mg,ACIDUM ACETYLSALICYLICUM,COMPR. GASTROREZ.,100mg,PFIZER EUROPE MA EEIG - MAREA BRITANIE,"Flac. din PEID x 30 compr. gastrorez.
- 2 ani",OTC,B01AC06,300-600 mg every 4-6 hours,Not recommended for regular use due to Reye's syndrome risk,Pain.fever.inflammation.blood thinner for heart attacks and strokes
OLTROLA 100 mg,ACIDUM ACETYLSALICYLICUM,COMPR. GASTROREZ.,100mg,PFIZER EUROPE MA EEIG - MAREA BRITANIE,"Flac. din PEID x 50 compr. gastrorez.
- 2 ani",OTC,B01AC06,300-600 mg every 4-6 hours,Not recommended for regular use due to Reye's syndrome risk,Pain.fever.inflammation.blood thinner for heart attacks and strokes
OLTROLA 100 mg,ACIDUM ACETYLSALICYLICUM,COMPR. GASTROREZ.,100mg,PFIZER EUROPE MA EEIG - MAREA BRITANIE,"Flac. din PEID x 60 compr. gastrorez.
- 2 ani",OTC,B01AC06,300-600 mg every 4-6 hours,Not recommended for regular use due to Reye's syndrome risk,Pain.fever.inflammation.blood thinner for heart attacks and strokes
OLTROLA 100 mg,ACIDUM ACETYLSALICYLICUM,COMPR. GASTROREZ.,100mg,PFIZER EUROPE MA EEIG - MAREA BRITANIE,"Flac. din PEID x 90 compr. gastrorez.
- 2 ani",OTC,B01AC06,300-600 mg every 4-6 hours,Not recommended for regular use due to Reye's syndrome risk,Pain.fever.inflammation.blood thinner for heart attacks and strokes
OLTROLA 100 mg,ACIDUM ACETYLSALICYLICUM,COMPR. GASTROREZ.,100mg,PFIZER EUROPE MA EEIG - MAREA BRITANIE,"Flac. din PEID x 100 compr. gastrorez.
- 2 ani",OTC,B01AC06,300-600 mg every 4-6 hours,Not recommended for regular use due to Reye's syndrome risk,Pain.fever.inflammation.blood thinner for heart attacks and strokes
OLTROLA 75 mg,ACIDUM ACETYLSALICYLICUM,COMPR. GASTROREZ.,75mg,PFIZER EUROPE MA EEIG - MAREA BRITANIE,"Cutie cu blist. Al/Al continand un strat de PE cu desicant x 28 compr.
gastrorez. - 2 ani",OTC,B01AC06,300-600 mg every 4-6 hours,Not recommended for regular use due to Reye's syndrome risk,Pain.fever.inflammation.blood thinner for heart attacks and strokes
OLTROLA 75 mg,ACIDUM ACETYLSALICYLICUM,COMPR. GASTROREZ.,75mg,PFIZER EUROPE MA EEIG - MAREA BRITANIE,"Cutie cu blist. Al/Al continand un strat
de PE cu desicant x 50 compr. gastrorez. - 2 ani",OTC,B01AC06,300-600 mg every 4-6 hours,Not recommended for regular use due to Reye's syndrome risk,Pain.fever.inflammation.blood thinner for heart attacks and strokes
OLTROLA 75 mg,ACIDUM ACETYLSALICYLICUM,COMPR. GASTROREZ.,75mg,PFIZER EUROPE MA EEIG - MAREA BRITANIE,"Flac. din PEID x 30 compr. gastrorez.
- 2 ani",OTC,B01AC06,300-600 mg every 4-6 hours,Not recommended for regular use due to Reye's syndrome risk,Pain.fever.inflammation.blood thinner for heart attacks and strokes
OLTROLA 75 mg,ACIDUM ACETYLSALICYLICUM,COMPR. GASTROREZ.,75mg,PFIZER EUROPE MA EEIG - MAREA BRITANIE,Flac. din PEID x 50 compr. gastrorez.,OTC,B01AC06,300-600 mg every 4-6 hours,Not recommended for regular use due to Reye's syndrome risk,Pain.fever.inflammation.blood thinner for heart attacks and strokes
OLTROLA 75 mg,ACIDUM ACETYLSALICYLICUM,COMPR. GASTROREZ.,75mg,PFIZER EUROPE MA EEIG - MAREA BRITANIE,- 2 ani,,,300-600 mg every 4-6 hours,Not recommended for regular use due to Reye's syndrome risk,Pain.fever.inflammation.blood thinner for heart attacks and strokes
OLTROLA 75 mg,ACIDUM ACETYLSALICYLICUM,COMPR. GASTROREZ.,75mg,PFIZER EUROPE MA EEIG - MAREA BRITANIE,"Flac. din PEID x 60 compr. gastrorez.
- 2 ani",OTC,B01AC06,300-600 mg every 4-6 hours,Not recommended for regular use due to Reye's syndrome risk,Pain.fever.inflammation.blood thinner for heart attacks and strokes
OLTROLA 75 mg,ACIDUM ACETYLSALICYLICUM,COMPR. GASTROREZ.,75mg,PFIZER EUROPE MA EEIG - MAREA BRITANIE,"Flac. din PEID x 90 compr. gastrorez.
- 2 ani",OTC,B01AC06,300-600 mg every 4-6 hours,Not recommended for regular use due to Reye's syndrome risk,Pain.fever.inflammation.blood thinner for heart attacks and strokes
OLTROLA 75 mg,ACIDUM ACETYLSALICYLICUM,COMPR. GASTROREZ.,75mg,PFIZER EUROPE MA EEIG - MAREA BRITANIE,"Flac. din PEID x 100 compr. gastrorez.
- 2 ani",OTC,B01AC06,300-600 mg every 4-6 hours,Not recommended for regular use due to Reye's syndrome risk,Pain.fever.inflammation.blood thinner for heart attacks and strokes
OLYNTH HA 1 mg/ml,XYLOMETAZOLINUM,SPRAY NAZ..SOL.,1mg/ml,MCNEIL PRODUCTS LIMITED C/O JOHNSON&JOHNSON - MAREA BRITANIE,"Cutie cu 1 flac. PEID prevazut cu sistem de pompare tip 3K din PP si capac din PEID x 10 ml spray nazal.. sol. - 3 ani-dupa ambalarea pt. comercializare; dupa prima
deschidere-1 an",OTC,R01AA07,0.1% spray 2-3 sprays per nostril twice daily,Not recommended for children under 6 years,Nasal congestion
OMEPRAZOL SANDOZ 10 mg,OMEPRAZOLUM,CAPS. GASTROREZ.,10 mg,SANDOZ  SRL - ROMANIA,"Cutie cu blist. Al/Al x 7 caps.
gastrorez. - 2 ani",OTC,A02BC01,20 mg daily,Consult a healthcare provider,Acid reflux.GERD
OMEPRAZOL SANDOZ 10 mg,OMEPRAZOLUM,CAPS. GASTROREZ.,10 mg,SANDOZ  SRL - ROMANIA,"Cutie cu blist. Al/Al x 14 caps.
gastrorez. - 2 ani",OTC,A02BC01,20 mg daily,Consult a healthcare provider,Acid reflux.GERD
OMEPRAZOL SANDOZ 10 mg,OMEPRAZOLUM,CAPS. GASTROREZ.,10 mg,SANDOZ  SRL - ROMANIA,"Cutie cu blist. Al/Al x 28 caps.
gastrorez. - 2 ani",OTC,A02BC01,20 mg daily,Consult a healthcare provider,Acid reflux.GERD
OMEPRAZOL SANDOZ 10 mg,OMEPRAZOLUM,CAPS. GASTROREZ.,10 mg,SANDOZ  SRL - ROMANIA,"Cutie cu 1 flac. PEID x 7 caps.
gastrorez. - 2 ani",OTC,A02BC01,20 mg daily,Consult a healthcare provider,Acid reflux.GERD
OMEPRAZOL SANDOZ 10 mg,OMEPRAZOLUM,CAPS. GASTROREZ.,10 mg,SANDOZ  SRL - ROMANIA,"Cutie cu 1 flac. PEID x 10  caps.
gastrorez. - 2 ani",OTC,A02BC01,20 mg daily,Consult a healthcare provider,Acid reflux.GERD
OMEPRAZOL SANDOZ 10 mg,OMEPRAZOLUM,CAPS. GASTROREZ.,10 mg,SANDOZ  SRL - ROMANIA,"Cutie cu 1 flac. PEID x 14 caps.
gastrorez. - 2 ani",OTC,A02BC01,20 mg daily,Consult a healthcare provider,Acid reflux.GERD
OMEPRAZOL SANDOZ 10 mg,OMEPRAZOLUM,CAPS. GASTROREZ.,10 mg,SANDOZ  SRL - ROMANIA,"Cutie cu 1 flac. PEID x 15 caps.
gastrorez. - 2 ani",OTC,A02BC01,20 mg daily,Consult a healthcare provider,Acid reflux.GERD
OMEPRAZOL SANDOZ 10 mg,OMEPRAZOLUM,CAPS. GASTROREZ.,10 mg,SANDOZ  SRL - ROMANIA,"Cutie cu 1 flac. PEID x 20 caps.
gastrorez. - 2 ani",OTC,A02BC01,20 mg daily,Consult a healthcare provider,Acid reflux.GERD
OMEPRAZOL SANDOZ 10 mg,OMEPRAZOLUM,CAPS. GASTROREZ.,10 mg,SANDOZ  SRL - ROMANIA,"Cutie cu 1 flac. PEID x 28 caps.
gastrorez. - 2 ani",OTC,A02BC01,20 mg daily,Consult a healthcare provider,Acid reflux.GERD
